# data from ifeffit
#------------------------
#   k         chi       k         chi         dchi         win
  10.700000      -0.34776570E-02    10.700000      -0.46840796E-02   0.84730050E-02    1.0000000
  10.750000      -0.38014284E-02    10.750000      -0.44215013E-02   0.83799195E-02    1.0000000
  10.800000      -0.39882714E-02    10.800000      -0.49323366E-02   0.81683164E-02    1.0000000
  10.850000      -0.40346209E-02    10.850000      -0.47228136E-02   0.82090952E-02    1.0000000
  10.900000      -0.39418926E-02    10.900000      -0.48344809E-02   0.80834699E-02    1.0000000
  10.950000      -0.37164833E-02    10.950000      -0.43780120E-02   0.80840822E-02    1.0000000
  11.000000      -0.33695632E-02    11.000000      -0.41279142E-02   0.80557206E-02    1.0000000
  11.050000      -0.29151910E-02    11.050000      -0.37813431E-02   0.80365612E-02    1.0000000
  11.100000      -0.23698862E-02    11.100000      -0.30228552E-02   0.78206916E-02    1.0000000
  11.150000      -0.17561710E-02    11.150000      -0.28553607E-02   0.78345800E-02    1.0000000
  11.200000      -0.10988423E-02    11.200000      -0.20796547E-02   0.78228438E-02    1.0000000
  11.250000      -0.42379082E-03    11.250000      -0.12117027E-02   0.77735632E-02    1.0000000
  11.300000       0.24316733E-03    11.300000       0.13392400E-04   0.77374137E-02    1.0000000
  11.350000       0.87743918E-03    11.350000       0.11032693E-02   0.76664793E-02    1.0000000
  11.400000       0.14567087E-02    11.400000       0.74939007E-03   0.76785965E-02    1.0000000
  11.450000       0.19618301E-02    11.450000       0.59313826E-03   0.76894164E-02    1.0000000
  11.500000       0.23775086E-02    11.500000       0.13566430E-02   0.75900358E-02    1.0000000
  11.550000       0.26927359E-02    11.550000       0.20244923E-02   0.77257904E-02    1.0000000
  11.600000       0.29009697E-02    11.600000       0.23701626E-02   0.77509061E-02    1.0000000
  11.650000       0.30000706E-02    11.650000       0.24599724E-02   0.76569292E-02    1.0000000
  11.700000       0.29920271E-02    11.700000       0.23483178E-02   0.76143936E-02    1.0000000
  11.750000       0.28825166E-02    11.750000       0.24806804E-02   0.76958702E-02    1.0000000
  11.800000       0.26803575E-02    11.800000       0.19218837E-02   0.76322278E-02    1.0000000
  11.850000       0.23969062E-02    11.850000       0.12921596E-02   0.76477852E-02   1.00000000
  11.900000       0.20454487E-02    11.900000       0.15268923E-02   0.76247863E-02   0.93301117
  11.950000       0.16406232E-02    11.950000       0.13995250E-02   0.76219567E-02   0.74999788
  12.000000       0.11978945E-02    12.000000       0.78742489E-03   0.76928297E-02   0.49999817
  12.050000       0.73779582E-03    12.050000       0.43307648E-03   0.77013262E-02   0.24999894
  12.100000       0.27448005E-03    12.100000       0.30717508E-03   0.76948368E-02   0.66986993E-01
  12.150000      -0.17839693E-03    12.150000      -0.54137147E-03   0.76777088E-02    0.0000000
  12.200000      -0.60696202E-03    12.200000      -0.14405215E-02   0.75375591E-02    0.0000000
  12.250000      -0.99851411E-03    12.250000      -0.15466327E-02   0.76025105E-02    0.0000000
  12.300000      -0.13418484E-02    12.300000      -0.13995163E-02   0.76183035E-02    0.0000000
  12.350000      -0.16275710E-02    12.350000      -0.18451948E-02   0.76555689E-02    0.0000000
  12.400000      -0.18483901E-02    12.400000      -0.20606385E-02   0.77139075E-02    0.0000000
  12.450000      -0.19993621E-02    12.450000      -0.22245738E-02   0.76994318E-02    0.0000000
  12.500000      -0.22830264E-02    12.500000      -0.22830264E-02   0.76776392E-02    0.0000000
