#------------------------
#   k         chi         dchi         e0
  10.600000       0.20941593E-02   0.25671223E-02    8348.5200
  10.650000       0.21127373E-02   0.26066503E-02    8348.5200
  10.700000       0.48308622E-03   0.27013446E-02    8348.5200
  10.750000      -0.13567836E-02   0.27960388E-02    8348.5200
  10.800000      -0.31647480E-02   0.28907331E-02    8348.5200
  10.850000      -0.46986827E-02   0.29854273E-02    8348.5200
  10.900000      -0.50724924E-02   0.30080579E-02    8348.5200
  10.950000      -0.37682699E-02   0.29230390E-02    8348.5200
  11.000000      -0.21167972E-02   0.28380201E-02    8348.5200
  11.050000      -0.33095299E-03   0.27530013E-02    8348.5200
  11.100000       0.13763840E-02   0.26679824E-02    8348.5200
  11.150000       0.21669545E-02   0.27639430E-02    8348.5200
  11.200000       0.22424115E-02   0.29494185E-02    8348.5200
  11.250000       0.20437212E-02   0.31348940E-02    8348.5200
  11.300000       0.16305657E-02   0.33203695E-02    8348.5200
  11.350000       0.10626270E-02   0.35058451E-02    8348.5200
  11.400000       0.73707545E-03   0.33049185E-02    8348.5200
  11.450000       0.40578845E-03   0.30798388E-02    8348.5200
  11.500000       0.19605413E-04   0.28547591E-02    8348.5200
  11.550000      -0.42943505E-03   0.26296794E-02    8348.5200
  11.600000      -0.94929435E-03   0.24045998E-02    8348.5200
  11.650000      -0.15479339E-02   0.21795201E-02    8348.5200
  11.700000      -0.22333151E-02   0.19987513E-02    8348.5200
  11.750000      -0.38182361E-02   0.24405108E-02    8348.5200
  11.800000      -0.53888147E-02   0.28822703E-02    8348.5200
  11.850000      -0.68442776E-02   0.33240298E-02    8348.5200
  11.900000      -0.80840906E-02   0.37657893E-02    8348.5200
  11.950000      -0.90077192E-02   0.42075489E-02    8348.5200
  12.000000      -0.95146290E-02   0.46493084E-02    8348.5200
  12.050000      -0.86612624E-02   0.47039130E-02    8348.5200
  12.100000      -0.57998729E-02   0.42531883E-02    8348.5200
  12.150000      -0.26884313E-02   0.38024636E-02    8348.5200
  12.200000       0.44142150E-03   0.33517389E-02    8348.5200
  12.250000       0.33580444E-02   0.29010142E-02    8348.5200
  12.300000       0.58297963E-02   0.24502895E-02    8348.5200
  12.350000       0.76250363E-02   0.19995648E-02    8348.5200
