# data from ifeffit
#------------------------
#   k         chi         dchi         e0
  58.935635      -0.13158654E-01   0.64548529E-03    20006.008
  58.940053      -0.14005586E-01   0.70114419E-03    20006.008
  58.944467      -0.13003562E-01   0.50393616E-03    20006.008
  58.966794       0.82586975E-03   0.47515736E-03    20006.008
  58.971216       0.27580714E-02   0.70752535E-03    20006.008
  58.980060       0.46086911E-02   0.10197633E-02    20006.008
  58.989023       0.45107890E-02   0.70155128E-03    20006.008
  58.997868       0.28071869E-02   0.68874954E-03    20006.008
  59.006720       0.12844353E-02   0.56117883E-03    20006.008
  59.051121       0.19633880E-01   0.35084999E-03    20006.008
  59.059986       0.17890439E-01   0.72640954E-03    20006.008
  59.068849       0.14388927E-01   0.69371874E-03    20006.008
  59.077718       0.11675229E-01   0.72541620E-03    20006.008
  59.086585       0.10565312E-01   0.71882613E-03    20006.008
  59.095458       0.94498330E-02   0.83637375E-03    20006.008
  59.139854      -0.83277431E-02   0.92553454E-03    20006.008
  59.148736      -0.74368859E-02   0.99628106E-03    20006.008
  59.157625      -0.50527790E-02   0.74630756E-03    20006.008
  59.166395      -0.43224741E-02   0.79119441E-03    20006.008
  59.175285      -0.36603459E-02   0.12459048E-02    20006.008
  59.184180      -0.24182138E-02   0.66307544E-03    20006.008
  59.228449      -0.79018994E-02   0.53375143E-03    20006.008
  59.237240      -0.70188320E-02   0.74866928E-03    20006.008
  59.246151      -0.40768818E-02   0.79396220E-03    20006.008
  59.254944      -0.17393488E-02   0.76486439E-03    20006.008
  59.263855      -0.35360485E-03   0.81803602E-03    20006.008
  59.272659      -0.67110733E-03   0.52230235E-03    20006.008
  59.316800       0.32450134E-03   0.47229586E-03    20006.008
  59.325730       0.36250685E-02   0.80711799E-03    20006.008
  59.334546       0.87004663E-02   0.77811626E-03    20006.008
  59.343360       0.13668828E-01   0.78578623E-03    20006.008
  59.352176       0.16766092E-01   0.85103288E-03    20006.008
  59.360999       0.17260629E-01   0.57094823E-03    20006.008
  59.405131      -0.67899516E-02   0.41352117E-03    20006.008
  59.413971      -0.10765778E-01   0.20443822E-02    20006.008
  59.422804      -0.10900336E-01   0.20171378E-02    20006.008
  59.431640      -0.95152361E-02   0.18874092E-02    20006.008
  59.440482      -0.11206519E-01   0.18492735E-02    20006.008
  59.449322      -0.10107036E-01   0.65802054E-03    20006.008
  59.493333      -0.11743345E-01   0.63738060E-03    20006.008
  59.502186      -0.60130880E-02   0.21051774E-02    20006.008
  59.510928      -0.36755613E-02   0.21081275E-02    20006.008
  59.519785      -0.22214803E-02   0.21076763E-02    20006.008
  59.528531      -0.76735116E-03   0.20787890E-02    20006.008
  59.537393      -0.61472318E-03   0.48288860E-03    20006.008
  59.581390       0.12831552E-02   0.56661597E-03    20006.008
  59.590152       0.40756369E-02   0.20768927E-02    20006.008
  59.599029       0.51135221E-02   0.20685195E-02    20006.008
  59.607795       0.55311715E-02   0.20809632E-02    20006.008
  59.616558       0.62098678E-02   0.20258743E-02    20006.008
  59.625328       0.93846884E-02   0.43970381E-03    20006.008
  59.669316       0.29870932E-02   0.54260801E-03    20006.008
  59.678094       0.17963357E-02   0.26382216E-02    20006.008
  59.686879      -0.11728061E-02   0.26364927E-02    20006.008
  59.695662      -0.29177257E-02   0.25297735E-02    20006.008
  59.704452      -0.41321816E-02   0.27060829E-02    20006.008
  59.713235      -0.57717534E-02   0.48114891E-03    20006.008
  59.757094      -0.13303015E-01   0.73074902E-03    20006.008
  59.765898      -0.13579615E-01   0.24254975E-02    20006.008
  59.774586      -0.13231607E-01   0.25029563E-02    20006.008
  59.783387      -0.10856222E-01   0.25614716E-02    20006.008
  59.792198      -0.92285213E-02   0.27308956E-02    20006.008
  59.800892      -0.58480473E-02   0.72870656E-03    20006.008
  59.844736       0.56665137E-02   0.29234768E-03    20006.008
  59.853558       0.54647377E-02   0.29462692E-02    20006.008
  59.897233       0.80027783E-02   0.26968398E-02    20006.008
  59.941076       0.59987157E-02   0.26534938E-02    20006.008
  59.984739      -0.10259712E-02   0.64128492E-03    20006.008
  60.679793       0.82480323E-02   0.58570313E-03    20006.008
  60.723025       0.56097235E-02   0.13913255E-02    20006.008
  60.766180       0.70775480E-02   0.11192858E-02    20006.008
  60.809269       0.74035318E-02   0.10363354E-02    20006.008
  60.852411       0.79346491E-02   0.10393034E-02    20006.008
  60.895477       0.64211631E-02   0.94732110E-03    20006.008
  61.110249       0.34800938E-02   0.12684152E-02    20006.008
  61.153135       0.32847399E-02   0.13308623E-02    20006.008
  61.195950       0.43791484E-03   0.13242769E-02    20006.008
  61.238815      -0.11259540E-02   0.12287234E-02    20006.008
  61.281609      -0.10006991E-02   0.11615472E-02    20006.008
  61.324326      -0.38649324E-03   0.13253087E-02    20006.008
  61.537697      -0.49246877E-02   0.72643020E-03    20006.008
  61.580223      -0.88964044E-02   0.14086442E-02    20006.008
  62.215479       0.36326104E-02   0.15691845E-02    20006.008
  62.425789       0.29018200E-01   0.17807400E-02    20006.008
