#------------------------
#   k         chi         dchi         e0
  12.228498       0.13045762E-01   0.64301686E-03    20008.000
  12.271210       0.15615049E-01   0.69545989E-03    20008.000
  12.313811       0.16050917E-01   0.46593662E-03    20008.000
  12.524830      -0.33179131E-02   0.33512191E-03    20008.000
  12.566689      -0.64905735E-02   0.16544444E-02    20008.000
  12.608387      -0.65521801E-02   0.16300767E-02    20008.000
  12.649964      -0.53893649E-02   0.15230625E-02    20008.000
  12.691440      -0.67108582E-02   0.14901450E-02    20008.000
  12.732779      -0.57850335E-02   0.52946794E-03    20008.000
  12.936707      -0.69249182E-02   0.50913344E-03    20008.000
  12.977360      -0.23249940E-02   0.16790950E-02    20008.000
  13.017384      -0.44292983E-03   0.16789678E-02    20008.000
  13.057818       0.72930101E-03   0.16760881E-02    20008.000
  13.097626       0.18959962E-02   0.16506538E-02    20008.000
  13.137845       0.20255297E-02   0.38285440E-03    20008.000
  13.335811       0.35321680E-02   0.44581986E-03    20008.000
  13.374900       0.57209097E-02   0.16316065E-02    20008.000
  13.414396       0.65246859E-02   0.16224821E-02    20008.000
  13.453287       0.68385894E-02   0.16297058E-02    20008.000
  13.492064       0.73538943E-02   0.15840869E-02    20008.000
  13.530762       0.98145736E-02   0.34327726E-03    20008.000
  13.723301       0.47257191E-02   0.42024972E-03    20008.000
  13.761421       0.37815002E-02   0.20400108E-02    20008.000
  13.799468       0.14658436E-02   0.20353743E-02    20008.000
  13.837408       0.99749115E-04   0.19498136E-02    20008.000
  13.875277      -0.85520491E-03   0.20822979E-02    20008.000
  13.913022      -0.21350565E-02   0.36963166E-03    20008.000
  14.100072      -0.79836904E-02   0.55674774E-03    20008.000
  14.137340      -0.82103963E-02   0.18448446E-02    20008.000
  14.174024      -0.79630452E-02   0.19005870E-02    20008.000
  14.211092      -0.61810891E-02   0.19417233E-02    20008.000
  14.248112      -0.49722230E-02   0.20666286E-02    20008.000
  14.284554      -0.24440980E-02   0.55052430E-03    20008.000
  14.467005       0.60131618E-02   0.21896862E-03    20008.000
  14.503455       0.58106328E-02   0.22028922E-02    20008.000
  14.682653       0.74239705E-02   0.19987776E-02    20008.000
  14.860498       0.56468054E-02   0.19490890E-02    20008.000
  15.035648       0.22720100E-03   0.46678474E-03    20008.000
  17.605085       0.29582120E-02   0.36224672E-03    20008.000
  17.753523       0.13430363E-02   0.85105272E-03    20008.000
  17.900571       0.22801697E-02   0.67706506E-03    20008.000
  18.046302       0.25443098E-02   0.61988057E-03    20008.000
  18.191142       0.29526648E-02   0.61462218E-03    20008.000
  18.334692       0.21827725E-02   0.55382449E-03    20008.000
  19.035868       0.14520263E-02   0.69862481E-03    20008.000
  19.173098       0.15758504E-02   0.72395726E-03    20008.000
  19.309221       0.28163546E-03   0.71133715E-03    20008.000
  19.444647      -0.29200158E-03   0.65157701E-03    20008.000
  19.579004       0.37458465E-04   0.60795471E-03    20008.000
  19.712299       0.61212088E-03   0.68450472E-03    20008.000
  20.366392      -0.49470174E-03   0.34956326E-03    20008.000
  20.494526      -0.21898232E-02   0.66768759E-03    20008.000
  22.330866       0.32751478E-03   0.55595450E-03    20008.000
  22.910279       0.34794919E-02   0.54734390E-03    20008.000
